order_id,customer_id,restaurant_id,order_date,day_of_week,order_hour,order_value,cuisine,restaurant_rating,delivery_time_min,customer_rating,discount_used,occasion,repeat_order
O004147,C0269,R0038,2026-08-04,Tuesday,22,536,Chinese,4.0,29,5,1,Family,1
O004148,C0269,R0140,2025-11-26,Wednesday,9,502,Biryani,4.5,15,3,0,Work Lunch,1
O004149,C0269,R0071,2026-06-24,Wednesday,8,219,South Indian,4.1,48,4,0,Work Lunch,1
O004150,C0269,R0042,2025-11-16,Sunday,19,396,Chinese,4.4,21,4,1,Movie Night,1
O004151,C0269,R0071,2026-04-06,Monday,20,164,South Indian,4.1,48,4,1,Routine,1
O004152,C0269,R0042,2026-03-12,Thursday,9,495,Chinese,4.4,21,4,1,Friends,1
O004153,C0269,R0088,2026-08-04,Tuesday,14,412,Biryani,4.1,33,4,1,Date Night,0
O004154,C0269,R0042,2026-06-04,Thursday,23,440,Chinese,4.4,21,4,1,Routine,1
O004155,C0269,R0140,2026-04-27,Monday,22,412,Biryani,4.5,15,3,1,Routine,1
O004156,C0269,R0071,2026-08-10,Monday,14,263,South Indian,4.1,48,5,1,Routine,1
O004157,C0270,R0147,2026-08-12,Wednesday,17,394,Biryani,3.9,17,5,0,Routine,1
O004158,C0270,R0147,2025-11-03,Monday,9,400,Biryani,3.9,17,4,0,Family,1
O004159,C0270,R0021,2026-06-28,Sunday,9,507,Thai,4.1,34,4,0,Routine,1
O004160,C0270,R0021,2026-06-01,Monday,10,455,Thai,4.1,34,4,1,Movie Night,1
O004161,C0270,R0079,2026-05-02,Saturday,13,457,Chinese,4.1,36,2,1,Routine,0
O004162,C0270,R0020,2026-02-10,Tuesday,14,696,Biryani,4.2,28,4,0,Routine,0
O004163,C0270,R0126,2026-04-08,Wednesday,8,554,Italian,4.1,21,4,0,Family,0
O004164,C0270,R0021,2026-08-21,Friday,19,801,Thai,4.1,34,5,1,Routine,1
O004165,C0270,R0021,2026-06-02,Tuesday,23,572,Thai,4.1,34,4,0,Routine,1
O004166,C0270,R0080,2026-05-17,Sunday,22,550,South Indian,4.7,27,5,0,Routine,0
O004167,C0271,R0004,2026-01-25,Sunday,14,262,South Indian,4.4,43,4,1,Routine,1
O004168,C0271,R0095,2025-11-10,Monday,13,462,North Indian,3.8,25,5,1,Routine,0
O004169,C0271,R0014,2026-04-26,Sunday,12,609,Maharashtrian,4.1,35,3,1,Work Lunch,0
O004170,C0271,R0026,2026-02-24,Tuesday,22,560,Healthy,4.0,38,5,0,Date Night,1
O004171,C0271,R0041,2026-05-31,Sunday,18,842,Biryani,4.5,30,3,1,Routine,0
O004172,C0271,R0102,2026-03-26,Thursday,10,730,Cafe,3.7,34,4,1,Movie Night,0
O004173,C0271,R0026,2025-10-12,Sunday,12,685,Healthy,4.0,38,3,1,Friends,1
O004174,C0271,R0115,2026-05-20,Wednesday,22,804,Biryani,3.6,38,5,1,Family,0
O004175,C0271,R0017,2026-06-19,Friday,12,328,Chinese,4.4,65,4,1,Routine,0
O004176,C0271,R0004,2026-01-03,Saturday,23,219,South Indian,4.4,43,4,1,Family,1
O004177,C0271,R0064,2026-08-28,Friday,8,1024,North Indian,3.9,53,5,1,Friends,0
O004178,C0272,R0113,2026-06-07,Sunday,14,688,Healthy,4.2,42,5,0,Late Night,0
O004179,C0272,R0029,2026-04-10,Friday,9,1144,Chinese,4.3,43,4,0,Work Lunch,0
O004180,C0272,R0116,2026-01-29,Thursday,18,314,Maharashtrian,4.2,35,4,1,Friends,0
O004181,C0272,R0073,2025-10-16,Thursday,21,586,Maharashtrian,4.4,18,5,1,Routine,0
O004182,C0272,R0003,2026-03-18,Wednesday,17,315,Chinese,4.0,24,5,1,Routine,0
O004183,C0272,R0087,2026-05-09,Saturday,20,547,Cafe,4.3,36,4,0,Routine,0
O004184,C0272,R0150,2026-02-26,Thursday,23,654,Maharashtrian,4.0,36,4,1,Movie Night,1
O004185,C0272,R0063,2025-10-23,Thursday,17,309,Pizza,4.2,32,4,0,Routine,0
O004186,C0272,R0150,2026-03-22,Sunday,21,708,Maharashtrian,4.0,36,5,0,Family,1
O004187,C0272,R0011,2026-08-05,Wednesday,10,310,Chinese,4.0,36,2,0,Movie Night,0
O004188,C0272,R0134,2026-01-02,Friday,18,822,Maharashtrian,4.3,28,5,0,Work Lunch,0
O004189,C0272,R0013,2026-04-23,Thursday,8,1011,South Indian,4.1,44,5,1,Movie Night,0
O004190,C0272,R0057,2026-06-07,Sunday,20,257,Maharashtrian,4.6,32,5,1,Work Lunch,0
O004191,C0272,R0101,2026-07-31,Friday,17,356,Chinese,4.2,27,4,0,Work Lunch,0
O004192,C0273,R0106,2026-02-24,Tuesday,12,304,Healthy,4.3,46,3,1,Routine,0
O004193,C0273,R0065,2026-05-26,Tuesday,9,855,Healthy,4.8,37,5,1,Work Lunch,1
O004194,C0273,R0013,2026-01-10,Saturday,13,1032,South Indian,4.1,44,5,1,Routine,0
O004195,C0273,R0144,2026-08-28,Friday,21,261,Burgers,4.2,23,4,0,Work Lunch,0
O004196,C0273,R0065,2025-09-19,Friday,9,911,Healthy,4.8,37,4,1,Friends,1
O004197,C0273,R0099,2026-08-24,Monday,18,272,North Indian,3.8,28,3,1,Late Night,0
O004198,C0273,R0080,2026-02-14,Saturday,21,508,South Indian,4.7,27,3,1,Movie Night,0
O004199,C0273,R0008,2026-02-20,Friday,19,599,Biryani,3.9,25,3,0,Movie Night,0
O004200,C0273,R0142,2026-07-24,Friday,13,692,South Indian,4.4,36,5,0,Work Lunch,0
O004201,C0273,R0119,2026-01-15,Thursday,8,354,Desserts,4.2,37,5,1,Late Night,0
O004202,C0273,R0021,2025-11-04,Tuesday,8,482,Thai,4.1,34,4,1,Routine,0
O004203,C0273,R0147,2026-06-15,Monday,19,563,Biryani,3.9,17,5,1,Routine,0
O004204,C0273,R0110,2026-05-11,Monday,12,373,Italian,4.7,33,3,1,Routine,0
O004205,C0273,R0070,2025-11-14,Friday,18,245,Cafe,3.6,24,4,0,Work Lunch,0
O004206,C0273,R0091,2026-04-06,Monday,10,326,Biryani,4.0,34,5,1,Late Night,0
O004207,C0273,R0015,2026-05-20,Wednesday,9,308,Healthy,4.3,15,3,1,Routine,0
O004208,C0273,R0083,2026-01-12,Monday,21,879,Healthy,4.3,36,3,0,Routine,0
O004209,C0274,R0029,2025-10-31,Friday,19,974,Chinese,4.3,43,4,1,Date Night,0
O004210,C0274,R0120,2025-12-28,Sunday,20,616,Biryani,4.0,39,2,1,Routine,0
O004211,C0274,R0009,2025-12-19,Friday,8,496,Biryani,4.4,30,4,1,Family,1
O004212,C0274,R0073,2026-06-23,Tuesday,23,816,Maharashtrian,4.4,18,5,1,Routine,0
O004213,C0274,R0013,2026-05-13,Wednesday,17,1069,South Indian,4.1,44,5,1,Routine,0
O004214,C0274,R0065,2026-08-05,Wednesday,20,953,Healthy,4.8,37,5,0,Friends,0
O004215,C0274,R0134,2026-08-22,Saturday,8,931,Maharashtrian,4.3,28,4,1,Family,0
O004216,C0274,R0069,2025-11-29,Saturday,19,403,South Indian,4.4,30,4,1,Family,0
O004217,C0274,R0023,2026-01-22,Thursday,20,1039,Cafe,4.1,21,4,1,Family,0
O004218,C0274,R0034,2026-01-18,Sunday,14,391,Burgers,4.8,40,5,1,Date Night,0
O004219,C0274,R0059,2026-02-28,Saturday,9,552,Cafe,4.4,33,3,1,Movie Night,0
O004220,C0274,R0009,2026-01-01,Thursday,23,340,Biryani,4.4,30,4,1,Routine,1
O004221,C0274,R0100,2026-04-22,Wednesday,10,276,Chinese,4.4,29,5,1,Movie Night,0
O004222,C0274,R0101,2025-11-04,Tuesday,18,332,Chinese,4.2,27,3,0,Routine,0
O004223,C0275,R0007,2025-12-11,Thursday,8,877,Chinese,4.2,23,3,1,Friends,0
O004224,C0275,R0110,2026-04-07,Tuesday,23,275,Italian,4.7,33,4,1,Family,1
O004225,C0275,R0032,2026-06-15,Monday,9,604,Italian,4.3,34,3,1,Date Night,1
O004226,C0275,R0046,2026-03-17,Tuesday,13,435,South Indian,4.4,45,5,1,Date Night,0
O004227,C0275,R0031,2025-09-19,Friday,12,497,Italian,4.2,31,3,1,Routine,0
O004228,C0275,R0123,2025-12-17,Wednesday,20,825,South Indian,3.8,37,4,1,Family,1
O004229,C0275,R0110,2026-05-27,Wednesday,9,363,Italian,4.7,33,4,1,Family,1
O004230,C0275,R0107,2025-12-16,Tuesday,19,309,Healthy,4.0,48,4,1,Work Lunch,0
O004231,C0275,R0110,2026-08-01,Saturday,22,244,Italian,4.7,33,5,1,Work Lunch,1
O004232,C0275,R0032,2026-05-22,Friday,12,756,Italian,4.3,34,2,1,Friends,1
O004233,C0275,R0070,2025-12-20,Saturday,17,278,Cafe,3.6,24,5,1,Routine,1
O004234,C0275,R0110,2026-05-03,Sunday,18,330,Italian,4.7,33,5,1,Routine,1
O004235,C0275,R0110,2026-01-08,Thursday,9,284,Italian,4.7,33,4,1,Routine,1
O004236,C0275,R0123,2025-09-06,Saturday,20,774,South Indian,3.8,37,3,1,Routine,1
O004237,C0275,R0032,2025-10-29,Wednesday,14,542,Italian,4.3,34,4,1,Routine,1
O004238,C0275,R0123,2026-07-25,Saturday,17,584,South Indian,3.8,37,4,1,Late Night,1
O004239,C0275,R0070,2025-12-06,Saturday,19,292,Cafe,3.6,24,4,1,Routine,1
O004240,C0275,R0110,2025-11-09,Sunday,14,264,Italian,4.7,33,5,1,Routine,1
O004241,C0275,R0077,2025-11-26,Wednesday,8,895,Maharashtrian,4.0,41,4,1,Late Night,0
O004242,C0275,R0136,2025-10-06,Monday,21,520,Chinese,3.6,45,5,1,Movie Night,0
O004243,C0276,R0026,2025-12-30,Tuesday,9,599,Healthy,4.0,38,4,1,Family,1
O004244,C0276,R0015,2026-08-02,Sunday,14,351,Healthy,4.3,15,4,1,Work Lunch,1
O004245,C0276,R0062,2025-11-09,Sunday,8,283,Maharashtrian,3.7,23,3,1,Routine,0
O004246,C0276,R0095,2026-01-23,Friday,9,558,North Indian,3.8,25,4,1,Routine,0
O004247,C0276,R0004,2026-08-30,Sunday,22,289,South Indian,4.4,43,5,1,Work Lunch,1
O004248,C0276,R0054,2026-07-01,Wednesday,22,319,Chinese,3.6,34,5,0,Routine,0
O004249,C0276,R0026,2026-06-18,Thursday,12,473,Healthy,4.0,38,4,1,Routine,1
O004250,C0276,R0004,2026-03-11,Wednesday,23,205,South Indian,4.4,43,5,0,Routine,1
O004251,C0276,R0015,2026-06-11,Thursday,21,282,Healthy,4.3,15,4,0,Routine,1
O004252,C0276,R0015,2026-07-17,Friday,18,392,Healthy,4.3,15,4,0,Friends,1
O004253,C0277,R0020,2026-02-07,Saturday,9,850,Biryani,4.2,28,4,0,Late Night,1
O004254,C0277,R0020,2025-11-14,Friday,10,1005,Biryani,4.2,28,3,1,Date Night,1
O004255,C0277,R0025,2026-06-07,Sunday,18,790,Cafe,4.1,35,3,1,Routine,0
O004256,C0277,R0043,2026-06-14,Sunday,18,388,Pizza,4.3,15,4,0,Routine,1
O004257,C0277,R0141,2026-03-20,Friday,13,780,Burgers,4.2,26,4,0,Movie Night,1
O004258,C0277,R0043,2026-06-23,Tuesday,17,359,Pizza,4.3,15,4,1,Routine,1
O004259,C0277,R0147,2025-12-01,Monday,14,397,Biryani,3.9,17,5,0,Routine,1
O004260,C0277,R0131,2026-05-13,Wednesday,13,754,South Indian,4.4,28,4,1,Date Night,0
O004261,C0277,R0138,2025-12-05,Friday,13,928,North Indian,4.6,22,3,0,Routine,1
O004262,C0277,R0043,2026-08-23,Sunday,21,383,Pizza,4.3,15,4,1,Friends,1
O004263,C0277,R0143,2025-11-29,Saturday,17,237,Desserts,4.0,25,5,0,Routine,0
O004264,C0277,R0138,2026-06-02,Tuesday,20,1303,North Indian,4.6,22,3,0,Routine,1
O004265,C0277,R0141,2025-12-09,Tuesday,13,728,Burgers,4.2,26,5,1,Work Lunch,1
O004266,C0277,R0147,2026-04-10,Friday,9,357,Biryani,3.9,17,4,1,Friends,1
O004267,C0278,R0052,2025-12-21,Sunday,8,426,Thai,4.7,29,5,0,Work Lunch,1
O004268,C0278,R0071,2025-11-17,Monday,19,218,South Indian,4.1,48,4,1,Work Lunch,1
O004269,C0278,R0091,2026-08-23,Sunday,21,286,Biryani,4.0,34,4,0,Routine,1
O004270,C0278,R0050,2025-11-18,Tuesday,23,631,Biryani,4.0,26,4,1,Routine,1
O004271,C0278,R0088,2026-07-03,Friday,14,330,Biryani,4.1,33,5,0,Date Night,0
O004272,C0278,R0091,2026-01-01,Thursday,17,307,Biryani,4.0,34,4,1,Movie Night,1
O004273,C0278,R0042,2026-04-02,Thursday,22,401,Chinese,4.4,21,5,0,Routine,1
O004274,C0278,R0050,2026-06-21,Sunday,14,523,Biryani,4.0,26,4,0,Routine,1
O004275,C0278,R0140,2026-06-07,Sunday,20,717,Biryani,4.5,15,3,0,Routine,1
O004276,C0278,R0140,2026-02-22,Sunday,18,441,Biryani,4.5,15,5,1,Work Lunch,1
O004277,C0278,R0042,2026-02-09,Monday,8,597,Chinese,4.4,21,5,0,Routine,1
O004278,C0278,R0016,2026-05-13,Wednesday,12,344,Burgers,4.5,33,5,1,Routine,0
O004279,C0278,R0042,2026-06-17,Wednesday,8,505,Chinese,4.4,21,5,0,Routine,1
O004280,C0278,R0050,2026-04-26,Sunday,12,553,Biryani,4.0,26,2,1,Family,1
O004281,C0278,R0052,2025-10-17,Friday,12,407,Thai,4.7,29,5,0,Date Night,1
O004282,C0278,R0071,2025-09-19,Friday,21,188,South Indian,4.1,48,4,0,Work Lunch,1
O004283,C0279,R0010,2025-11-23,Sunday,9,295,Desserts,3.5,15,4,1,Routine,1
O004284,C0279,R0055,2026-06-05,Friday,17,1059,Biryani,3.6,31,4,1,Family,0
O004285,C0279,R0075,2026-05-20,Wednesday,18,345,South Indian,4.2,43,5,1,Movie Night,0
O004286,C0279,R0023,2026-08-03,Monday,17,1078,Cafe,4.1,21,4,1,Work Lunch,1
O004287,C0279,R0073,2025-12-06,Saturday,9,875,Maharashtrian,4.4,18,2,1,Routine,0
O004288,C0279,R0142,2026-01-09,Friday,14,723,South Indian,4.4,36,3,1,Movie Night,1
O004289,C0279,R0145,2026-08-31,Monday,23,953,South Indian,4.5,28,5,0,Routine,0
O004290,C0279,R0003,2026-03-29,Sunday,23,229,Chinese,4.0,24,5,1,Routine,0
O004291,C0279,R0013,2026-05-13,Wednesday,9,913,South Indian,4.1,44,2,0,Family,0
O004292,C0279,R0053,2026-06-09,Tuesday,23,383,Cafe,4.4,26,4,1,Late Night,0
O004293,C0279,R0101,2025-10-07,Tuesday,18,250,Chinese,4.2,27,5,1,Movie Night,1
O004294,C0279,R0059,2026-04-22,Wednesday,13,553,Cafe,4.4,33,4,1,Routine,0
O004295,C0279,R0142,2026-03-29,Sunday,8,959,South Indian,4.4,36,5,1,Late Night,1
O004296,C0279,R0120,2025-11-15,Saturday,12,594,Biryani,4.0,39,5,1,Date Night,0
O004297,C0279,R0010,2026-01-30,Friday,23,451,Desserts,3.5,15,4,0,Late Night,1
O004298,C0279,R0101,2025-11-08,Saturday,10,426,Chinese,4.2,27,5,1,Work Lunch,1
O004299,C0279,R0011,2025-10-19,Sunday,21,360,Chinese,4.0,36,3,1,Work Lunch,0
O004300,C0279,R0051,2025-11-14,Friday,14,533,Desserts,4.1,22,4,1,Routine,0
O004301,C0279,R0023,2026-06-29,Monday,13,827,Cafe,4.1,21,5,1,Date Night,1
O004302,C0279,R0023,2025-11-13,Thursday,22,535,Cafe,4.1,21,4,1,Movie Night,1
O004303,C0279,R0101,2026-08-08,Saturday,22,393,Chinese,4.2,27,4,1,Routine,1
O004304,C0279,R0087,2026-01-19,Monday,13,750,Cafe,4.3,36,5,0,Date Night,0
O004305,C0279,R0023,2026-04-18,Saturday,23,818,Cafe,4.1,21,3,1,Movie Night,1
O004306,C0279,R0150,2025-12-03,Wednesday,17,524,Maharashtrian,4.0,36,4,0,Family,0
O004307,C0280,R0095,2025-12-17,Wednesday,21,504,North Indian,3.8,25,4,0,Routine,0
O004308,C0280,R0130,2026-07-27,Monday,21,371,South Indian,4.1,26,4,0,Work Lunch,0
O004309,C0280,R0102,2025-10-20,Monday,12,668,Cafe,3.7,34,3,1,Late Night,0
O004310,C0280,R0045,2026-04-30,Thursday,17,1173,Maharashtrian,4.7,38,5,1,Routine,0
O004311,C0280,R0039,2026-04-28,Tuesday,20,633,Biryani,3.7,28,4,1,Date Night,0
O004312,C0280,R0017,2026-06-14,Sunday,8,266,Chinese,4.4,65,3,0,Late Night,0
O004313,C0280,R0115,2026-08-14,Friday,10,626,Biryani,3.6,38,4,0,Routine,0
O004314,C0280,R0106,2026-02-25,Wednesday,22,235,Healthy,4.3,46,4,1,Work Lunch,0
O004315,C0281,R0068,2026-06-05,Friday,14,484,Thai,4.3,20,5,1,Routine,1
O004316,C0281,R0083,2025-09-20,Saturday,10,653,Healthy,4.3,36,5,0,Routine,0
O004317,C0281,R0068,2026-06-23,Tuesday,21,677,Thai,4.3,20,5,1,Routine,1
O004318,C0281,R0068,2026-06-03,Wednesday,20,472,Thai,4.3,20,3,1,Late Night,1
O004319,C0281,R0068,2025-10-18,Saturday,10,562,Thai,4.3,20,4,1,Date Night,1
O004320,C0281,R0068,2026-06-05,Friday,17,639,Thai,4.3,20,4,1,Late Night,1
O004321,C0281,R0035,2026-08-27,Thursday,13,289,Desserts,4.6,27,5,1,Friends,1
O004322,C0281,R0035,2026-06-03,Wednesday,17,274,Desserts,4.6,27,3,1,Routine,1
O004323,C0281,R0068,2026-06-13,Saturday,17,366,Thai,4.3,20,4,1,Date Night,1
O004324,C0281,R0068,2026-05-23,Saturday,21,481,Thai,4.3,20,2,1,Work Lunch,1
O004325,C0281,R0086,2025-12-20,Saturday,18,250,Italian,4.4,23,4,1,Work Lunch,1
O004326,C0281,R0060,2025-10-02,Thursday,8,418,Italian,4.3,43,4,1,Family,0
O004327,C0281,R0035,2026-01-17,Saturday,13,345,Desserts,4.6,27,4,1,Work Lunch,1
O004328,C0281,R0035,2025-09-14,Sunday,19,429,Desserts,4.6,27,5,1,Date Night,1
O004329,C0281,R0035,2026-04-14,Tuesday,21,333,Desserts,4.6,27,3,1,Family,1
O004330,C0281,R0086,2025-10-17,Friday,20,292,Italian,4.4,23,4,1,Routine,1
O004331,C0281,R0068,2025-09-18,Thursday,18,826,Thai,4.3,20,5,1,Routine,1
O004332,C0282,R0014,2026-06-19,Friday,10,613,Maharashtrian,4.1,35,4,0,Routine,1
O004333,C0282,R0078,2026-02-02,Monday,8,342,Biryani,3.7,15,4,0,Routine,0
O004334,C0282,R0096,2026-06-21,Sunday,22,424,Chinese,4.1,24,4,0,Friends,0
O004335,C0282,R0014,2026-05-30,Saturday,23,609,Maharashtrian,4.1,35,4,0,Movie Night,1
O004336,C0282,R0084,2025-12-14,Sunday,17,836,Desserts,4.1,32,5,0,Family,0
O004337,C0282,R0095,2026-07-19,Sunday,10,578,North Indian,3.8,25,3,1,Movie Night,0
O004338,C0282,R0098,2026-02-15,Sunday,12,810,Burgers,4.1,33,2,0,Routine,1
O004339,C0282,R0028,2026-01-17,Saturday,19,503,South Indian,4.2,38,5,1,Work Lunch,0
O004340,C0282,R0041,2026-04-19,Sunday,8,985,Biryani,4.5,30,3,0,Family,0
O004341,C0282,R0085,2025-11-01,Saturday,12,252,Desserts,3.4,26,4,1,Family,0
O004342,C0282,R0130,2026-05-30,Saturday,17,363,South Indian,4.1,26,4,0,Routine,1
O004343,C0282,R0026,2026-04-11,Saturday,10,641,Healthy,4.0,38,4,0,Routine,0
O004344,C0282,R0130,2025-09-06,Saturday,10,371,South Indian,4.1,26,4,0,Routine,1
O004345,C0282,R0098,2025-11-26,Wednesday,12,655,Burgers,4.1,33,4,0,Date Night,1
O004346,C0282,R0109,2026-05-11,Monday,21,1526,Desserts,4.3,29,4,0,Late Night,0
O004347,C0282,R0014,2025-11-16,Sunday,8,833,Maharashtrian,4.1,35,4,0,Work Lunch,1
O004348,C0283,R0125,2026-02-17,Tuesday,8,295,Pizza,3.8,29,2,0,Movie Night,0
O004349,C0283,R0111,2025-12-22,Monday,8,509,Desserts,3.6,21,5,1,Routine,0
O004350,C0283,R0132,2025-09-11,Thursday,19,688,Desserts,4.2,38,5,0,Family,0
O004351,C0283,R0027,2026-01-07,Wednesday,23,449,Maharashtrian,4.5,48,3,1,Routine,0
O004352,C0283,R0011,2026-03-27,Friday,18,305,Chinese,4.0,36,3,1,Routine,0
O004353,C0283,R0019,2025-10-28,Tuesday,20,407,Biryani,4.1,34,3,0,Routine,0
O004354,C0283,R0026,2026-05-24,Sunday,19,821,Healthy,4.0,38,4,1,Family,0
O004355,C0283,R0084,2026-06-19,Friday,9,654,Desserts,4.1,32,5,1,Routine,0
O004356,C0283,R0146,2025-11-01,Saturday,17,329,Chinese,3.2,28,5,0,Date Night,0
O004357,C0283,R0054,2025-09-13,Saturday,20,404,Chinese,3.6,34,4,0,Late Night,0
O004358,C0283,R0144,2025-10-19,Sunday,17,304,Burgers,4.2,23,3,0,Family,0
O004359,C0283,R0008,2026-07-20,Monday,10,704,Biryani,3.9,25,4,1,Movie Night,0
O004360,C0284,R0009,2025-11-12,Wednesday,21,422,Biryani,4.4,30,3,0,Work Lunch,1
O004361,C0284,R0051,2026-04-23,Thursday,22,604,Desserts,4.1,22,4,0,Movie Night,0
O004362,C0284,R0053,2026-08-12,Wednesday,19,259,Cafe,4.4,26,4,1,Late Night,0
O004363,C0284,R0063,2026-06-24,Wednesday,22,347,Pizza,4.2,32,5,0,Work Lunch,0
O004364,C0284,R0003,2026-07-15,Wednesday,8,277,Chinese,4.0,24,5,1,Work Lunch,0
O004365,C0284,R0146,2026-06-06,Saturday,23,293,Chinese,3.2,28,4,1,Friends,0
O004366,C0284,R0076,2026-02-02,Monday,19,496,Healthy,3.8,19,5,0,Late Night,1
O004367,C0284,R0113,2025-10-14,Tuesday,19,374,Healthy,4.2,42,4,0,Work Lunch,1
O004368,C0284,R0010,2026-01-12,Monday,17,358,Desserts,3.5,15,2,1,Routine,1
O004369,C0284,R0009,2025-09-27,Saturday,8,391,Biryani,4.4,30,3,0,Late Night,1
O004370,C0284,R0100,2026-06-30,Tuesday,19,270,Chinese,4.4,29,3,1,Routine,0
O004371,C0284,R0145,2025-12-23,Tuesday,12,915,South Indian,4.5,28,4,0,Work Lunch,1
O004372,C0284,R0076,2025-10-21,Tuesday,22,320,Healthy,3.8,19,4,1,Movie Night,1
O004373,C0284,R0145,2026-04-18,Saturday,9,729,South Indian,4.5,28,5,0,Late Night,1
O004374,C0284,R0135,2026-05-27,Wednesday,9,482,Desserts,4.2,31,3,0,Routine,0
O004375,C0284,R0010,2026-08-07,Friday,20,413,Desserts,3.5,15,5,0,Family,1
O004376,C0284,R0034,2026-03-10,Tuesday,22,441,Burgers,4.8,40,4,1,Routine,0
O004377,C0284,R0113,2026-05-16,Saturday,10,619,Healthy,4.2,42,5,0,Date Night,1
O004378,C0284,R0073,2026-02-07,Saturday,10,757,Maharashtrian,4.4,18,5,1,Late Night,1
O004379,C0284,R0057,2025-12-07,Sunday,21,222,Maharashtrian,4.6,32,4,1,Routine,0
O004380,C0284,R0065,2026-08-08,Saturday,8,834,Healthy,4.8,37,5,0,Routine,0
O004381,C0284,R0073,2025-12-15,Monday,14,742,Maharashtrian,4.4,18,4,0,Date Night,1
O004382,C0285,R0085,2026-01-22,Thursday,17,376,Desserts,3.4,26,5,0,Work Lunch,1
O004383,C0285,R0127,2026-04-18,Saturday,14,475,Pizza,4.4,34,5,0,Work Lunch,0
O004384,C0285,R0002,2026-06-23,Tuesday,20,252,Maharashtrian,4.4,29,5,0,Family,1
O004385,C0285,R0095,2026-01-25,Sunday,20,456,North Indian,3.8,25,5,0,Movie Night,1
O004386,C0285,R0064,2026-01-19,Monday,17,838,North Indian,3.9,53,5,0,Work Lunch,1
O004387,C0285,R0041,2025-11-16,Sunday,22,834,Biryani,4.5,30,4,0,Routine,1
O004388,C0285,R0095,2025-10-01,Wednesday,19,605,North Indian,3.8,25,5,1,Routine,1
O004389,C0285,R0004,2026-07-28,Tuesday,22,196,South Indian,4.4,43,3,1,Routine,1
O004390,C0285,R0106,2025-11-12,Wednesday,22,393,Healthy,4.3,46,3,0,Date Night,0
O004391,C0285,R0002,2025-10-18,Saturday,22,329,Maharashtrian,4.4,29,4,0,Family,1
O004392,C0285,R0039,2025-11-11,Tuesday,21,823,Biryani,3.7,28,4,1,Routine,1
O004393,C0285,R0078,2026-04-18,Saturday,20,384,Biryani,3.7,15,2,0,Late Night,1
O004394,C0285,R0045,2026-01-27,Tuesday,8,848,Maharashtrian,4.7,38,5,1,Routine,0
O004395,C0285,R0039,2026-03-21,Saturday,10,572,Biryani,3.7,28,4,0,Routine,1
O004396,C0285,R0115,2026-02-26,Thursday,19,608,Biryani,3.6,38,4,1,Movie Night,0
O004397,C0285,R0130,2026-05-14,Thursday,13,385,South Indian,4.1,26,5,1,Friends,1
O004398,C0285,R0121,2025-11-10,Monday,18,509,Italian,4.8,41,3,1,Routine,1
O004399,C0285,R0078,2026-03-04,Wednesday,21,332,Biryani,3.7,15,4,1,Late Night,1
O004400,C0285,R0121,2026-03-31,Tuesday,13,429,Italian,4.8,41,3,0,Routine,1
O004401,C0285,R0130,2025-12-24,Wednesday,14,395,South Indian,4.1,26,3,1,Late Night,1
O004402,C0285,R0054,2025-09-10,Wednesday,8,579,Chinese,3.6,34,3,0,Routine,0
O004403,C0285,R0028,2025-11-22,Saturday,20,441,South Indian,4.2,38,2,0,Routine,0
O004404,C0285,R0004,2026-06-15,Monday,10,244,South Indian,4.4,43,4,0,Family,1
O004405,C0285,R0064,2026-02-18,Wednesday,9,1062,North Indian,3.9,53,4,1,Family,1
O004406,C0285,R0130,2026-08-19,Wednesday,17,395,South Indian,4.1,26,5,1,Late Night,1
O004407,C0285,R0085,2026-07-20,Monday,10,264,Desserts,3.4,26,5,1,Date Night,1
O004408,C0285,R0097,2026-02-16,Monday,14,390,Chinese,4.9,24,4,1,Family,0
O004409,C0285,R0014,2026-01-26,Monday,21,808,Maharashtrian,4.1,35,5,1,Movie Night,0
O004410,C0285,R0015,2026-03-24,Tuesday,9,383,Healthy,4.3,15,3,0,Movie Night,0
O004411,C0285,R0064,2025-10-03,Friday,18,943,North Indian,3.9,53,3,1,Family,1
O004412,C0285,R0130,2025-12-23,Tuesday,8,309,South Indian,4.1,26,3,1,Routine,1
O004413,C0285,R0041,2026-03-30,Monday,8,868,Biryani,4.5,30,3,0,Routine,1
O004414,C0286,R0131,2025-11-06,Thursday,19,556,South Indian,4.4,28,3,1,Routine,1
O004415,C0286,R0043,2025-11-14,Friday,18,329,Pizza,4.3,15,2,1,Routine,1
O004416,C0286,R0147,2025-10-17,Friday,22,473,Biryani,3.9,17,5,1,Movie Night,1
O004417,C0286,R0131,2025-11-30,Sunday,12,503,South Indian,4.4,28,4,1,Late Night,1
O004418,C0286,R0141,2025-11-06,Thursday,20,710,Burgers,4.2,26,5,1,Friends,0
O004419,C0286,R0020,2026-07-20,Monday,17,909,Biryani,4.2,28,4,1,Routine,1
O004420,C0286,R0126,2025-10-17,Friday,10,672,Italian,4.1,21,3,1,Routine,1
O004421,C0286,R0092,2026-01-15,Thursday,19,1168,South Indian,4.5,15,4,1,Friends,0
O004422,C0286,R0049,2025-09-07,Sunday,18,306,Desserts,4.6,22,5,1,Friends,1
O004423,C0286,R0043,2026-04-12,Sunday,23,342,Pizza,4.3,15,5,1,Routine,1
O004424,C0286,R0126,2026-01-12,Monday,13,524,Italian,4.1,21,4,1,Work Lunch,1
O004425,C0286,R0138,2025-09-25,Thursday,13,1026,North Indian,4.6,22,5,1,Friends,1
