interaction_id,customer_id,restaurant_id,event_type,event_time,source_surface
I0010641,C0217,R0098,impression,2026-05-22,ai_assistant
I0010642,C0217,R0097,view_menu,2026-01-07,home
I0010643,C0218,R0031,impression,2026-02-15,home
I0010644,C0218,R0046,add_to_cart,2026-07-25,search
I0010645,C0218,R0129,click,2026-07-22,home
I0010646,C0218,R0107,save,2026-08-14,search
I0010647,C0218,R0129,view_menu,2026-04-05,offers
I0010648,C0218,R0139,click,2026-03-18,home
I0010649,C0218,R0133,impression,2026-05-09,reorder
I0010650,C0218,R0007,impression,2026-01-24,offers
I0010651,C0218,R0030,impression,2026-07-22,offers
I0010652,C0218,R0030,add_to_cart,2026-06-11,search
I0010653,C0218,R0031,save,2026-06-09,reorder
I0010654,C0218,R0046,view_menu,2026-08-15,reorder
I0010655,C0218,R0046,click,2026-07-05,ai_assistant
I0010656,C0218,R0093,save,2026-01-23,search
I0010657,C0218,R0099,click,2026-04-22,home
I0010658,C0218,R0110,click,2026-09-07,reorder
I0010659,C0218,R0099,click,2026-08-06,ai_assistant
I0010660,C0218,R0124,add_to_cart,2026-05-26,ai_assistant
I0010661,C0218,R0070,impression,2026-02-09,offers
I0010662,C0218,R0136,impression,2026-05-16,search
I0010663,C0218,R0105,dismiss,2026-03-20,home
I0010664,C0218,R0006,impression,2026-08-23,reorder
I0010665,C0218,R0024,click,2026-03-03,search
I0010666,C0218,R0046,dismiss,2026-06-04,ai_assistant
I0010667,C0218,R0119,impression,2026-08-07,ai_assistant
I0010668,C0218,R0006,view_menu,2026-08-04,search
I0010669,C0218,R0067,click,2026-04-03,search
I0010670,C0218,R0006,impression,2026-06-07,offers
I0010671,C0218,R0031,view_menu,2026-03-13,reorder
I0010672,C0218,R0133,impression,2026-07-31,offers
I0010673,C0218,R0139,impression,2026-06-18,reorder
I0010674,C0218,R0123,impression,2026-03-07,ai_assistant
I0010675,C0218,R0046,order,2026-05-26,home
I0010676,C0218,R0070,impression,2026-01-04,home
I0010677,C0218,R0061,add_to_cart,2026-02-02,search
I0010678,C0218,R0104,impression,2026-08-10,ai_assistant
I0010679,C0218,R0124,impression,2026-07-13,ai_assistant
I0010680,C0218,R0125,dismiss,2026-05-17,home
I0010681,C0218,R0139,impression,2026-07-24,ai_assistant
I0010682,C0218,R0123,click,2026-01-09,ai_assistant
I0010683,C0218,R0129,click,2026-02-14,search
I0010684,C0218,R0077,impression,2026-04-06,home
I0010685,C0218,R0031,impression,2026-05-30,reorder
I0010686,C0218,R0129,impression,2026-03-24,reorder
I0010687,C0218,R0129,view_menu,2026-03-15,reorder
I0010688,C0218,R0139,impression,2026-01-21,offers
I0010689,C0218,R0133,click,2026-01-27,home
I0010690,C0218,R0099,order,2026-01-23,search
I0010691,C0218,R0093,impression,2026-05-01,home
I0010692,C0218,R0105,click,2026-01-15,ai_assistant
I0010693,C0218,R0046,impression,2026-03-13,search
I0010694,C0218,R0093,impression,2026-04-02,offers
I0010695,C0218,R0093,impression,2026-03-29,reorder
I0010696,C0218,R0119,add_to_cart,2026-08-10,home
I0010697,C0218,R0077,click,2026-08-31,search
I0010698,C0218,R0030,view_menu,2026-01-02,home
I0010699,C0218,R0007,impression,2026-03-09,ai_assistant
I0010700,C0218,R0107,impression,2026-04-25,ai_assistant
I0010701,C0218,R0110,save,2026-04-06,ai_assistant
I0010702,C0218,R0110,click,2026-08-27,reorder
I0010703,C0218,R0124,view_menu,2026-08-26,home
I0010704,C0218,R0119,click,2026-07-20,ai_assistant
I0010705,C0218,R0070,impression,2026-01-20,search
I0010706,C0218,R0046,impression,2026-01-30,offers
I0010707,C0218,R0006,impression,2026-08-29,offers
I0010708,C0218,R0129,order,2026-08-14,search
I0010709,C0218,R0107,view_menu,2026-06-05,reorder
I0010710,C0218,R0007,impression,2026-01-26,ai_assistant
I0010711,C0218,R0123,view_menu,2026-03-23,home
I0010712,C0218,R0067,impression,2026-03-16,home
I0010713,C0218,R0105,view_menu,2026-07-20,reorder
I0010714,C0218,R0123,order,2026-01-08,ai_assistant
I0010715,C0218,R0061,add_to_cart,2026-05-13,home
I0010716,C0218,R0046,view_menu,2026-03-11,search
I0010717,C0218,R0136,add_to_cart,2026-08-13,offers
I0010718,C0218,R0031,view_menu,2026-06-27,home
I0010719,C0218,R0070,view_menu,2026-01-10,ai_assistant
I0010720,C0218,R0061,click,2026-07-23,ai_assistant
I0010721,C0218,R0119,impression,2026-05-28,home
I0010722,C0219,R0097,impression,2026-08-15,offers
I0010723,C0219,R0097,save,2026-06-19,ai_assistant
I0010724,C0219,R0045,click,2026-01-20,reorder
I0010725,C0219,R0004,dismiss,2026-06-27,ai_assistant
I0010726,C0219,R0098,view_menu,2026-04-19,offers
I0010727,C0219,R0084,click,2026-03-24,offers
I0010728,C0219,R0039,impression,2026-05-28,ai_assistant
I0010729,C0219,R0115,click,2026-05-07,ai_assistant
I0010730,C0219,R0039,impression,2026-07-07,offers
I0010731,C0219,R0096,impression,2026-02-21,ai_assistant
I0010732,C0219,R0004,order,2026-02-07,ai_assistant
I0010733,C0219,R0106,click,2026-03-18,home
I0010734,C0219,R0096,order,2026-03-28,reorder
I0010735,C0219,R0039,view_menu,2026-06-20,reorder
I0010736,C0219,R0026,impression,2026-05-12,ai_assistant
I0010737,C0219,R0062,impression,2026-01-28,ai_assistant
I0010738,C0219,R0028,view_menu,2026-01-21,offers
I0010739,C0219,R0102,add_to_cart,2026-08-05,offers
I0010740,C0219,R0078,click,2026-02-21,reorder
I0010741,C0219,R0121,save,2026-05-24,reorder
I0010742,C0219,R0109,view_menu,2026-06-07,offers
I0010743,C0219,R0062,click,2026-04-06,offers
I0010744,C0219,R0121,impression,2026-09-01,offers
I0010745,C0219,R0121,impression,2026-01-07,search
I0010746,C0219,R0015,impression,2026-07-20,search
I0010747,C0219,R0106,add_to_cart,2026-09-04,search
I0010748,C0219,R0106,impression,2026-02-20,ai_assistant
I0010749,C0219,R0045,add_to_cart,2026-04-08,ai_assistant
I0010750,C0219,R0054,impression,2026-01-25,search
I0010751,C0219,R0002,dismiss,2026-06-12,ai_assistant
I0010752,C0219,R0102,impression,2026-01-06,home
I0010753,C0219,R0098,click,2026-09-08,reorder
I0010754,C0219,R0017,impression,2026-02-07,search
I0010755,C0219,R0102,impression,2026-06-11,home
I0010756,C0220,R0068,click,2026-04-24,ai_assistant
I0010757,C0220,R0060,view_menu,2026-02-18,home
I0010758,C0220,R0094,click,2026-08-19,reorder
I0010759,C0220,R0060,click,2026-08-31,home
I0010760,C0220,R0068,impression,2026-04-12,search
I0010761,C0220,R0068,dismiss,2026-02-06,ai_assistant
I0010762,C0220,R0094,impression,2026-07-19,ai_assistant
I0010763,C0220,R0068,save,2026-04-02,search
I0010764,C0220,R0094,click,2026-01-31,home
I0010765,C0220,R0086,click,2026-08-08,reorder
I0010766,C0220,R0060,impression,2026-04-24,search
I0010767,C0220,R0060,order,2026-07-24,home
I0010768,C0220,R0060,impression,2026-04-05,reorder
I0010769,C0220,R0068,click,2026-01-04,reorder
I0010770,C0220,R0094,click,2026-02-24,home
I0010771,C0220,R0018,click,2026-06-20,search
I0010772,C0220,R0083,add_to_cart,2026-04-06,home
I0010773,C0220,R0060,click,2026-06-30,ai_assistant
I0010774,C0220,R0094,impression,2026-04-13,ai_assistant
I0010775,C0220,R0089,impression,2026-03-08,ai_assistant
I0010776,C0220,R0035,order,2026-08-25,home
I0010777,C0220,R0068,dismiss,2026-06-26,offers
I0010778,C0220,R0089,impression,2026-03-18,search
I0010779,C0220,R0094,add_to_cart,2026-07-15,home
I0010780,C0220,R0037,click,2026-01-18,offers
I0010781,C0220,R0037,dismiss,2026-09-04,search
I0010782,C0220,R0037,view_menu,2026-05-14,home
I0010783,C0220,R0012,impression,2026-08-22,offers
I0010784,C0220,R0083,impression,2026-06-27,ai_assistant
I0010785,C0220,R0114,click,2026-07-01,search
I0010786,C0220,R0114,click,2026-05-25,offers
I0010787,C0221,R0059,click,2026-08-13,offers
I0010788,C0221,R0116,impression,2026-01-18,reorder
I0010789,C0221,R0075,impression,2026-07-10,reorder
I0010790,C0221,R0137,impression,2026-03-10,reorder
I0010791,C0221,R0034,impression,2026-08-25,search
I0010792,C0221,R0149,click,2026-07-27,search
I0010793,C0221,R0010,impression,2026-02-24,offers
I0010794,C0221,R0134,view_menu,2026-03-09,home
I0010795,C0221,R0065,click,2026-07-06,reorder
I0010796,C0221,R0069,add_to_cart,2026-07-07,reorder
I0010797,C0221,R0142,click,2026-07-23,ai_assistant
I0010798,C0221,R0053,impression,2026-06-27,ai_assistant
I0010799,C0221,R0073,impression,2026-05-20,home
I0010800,C0221,R0142,add_to_cart,2026-02-18,home
I0010801,C0221,R0087,click,2026-03-19,ai_assistant
I0010802,C0221,R0055,click,2026-02-25,home
I0010803,C0221,R0013,impression,2026-03-20,reorder
I0010804,C0221,R0148,add_to_cart,2026-07-22,ai_assistant
I0010805,C0221,R0001,dismiss,2026-06-13,reorder
I0010806,C0221,R0076,dismiss,2026-05-20,offers
I0010807,C0222,R0064,save,2026-01-25,ai_assistant
I0010808,C0222,R0109,impression,2026-05-22,reorder
I0010809,C0222,R0015,view_menu,2026-03-08,ai_assistant
I0010810,C0222,R0097,impression,2026-02-18,search
I0010811,C0222,R0054,click,2026-09-06,reorder
I0010812,C0222,R0121,order,2026-01-03,reorder
I0010813,C0222,R0095,impression,2026-04-29,home
I0010814,C0222,R0095,view_menu,2026-08-04,offers
I0010815,C0222,R0127,impression,2026-04-03,ai_assistant
I0010816,C0222,R0045,dismiss,2026-03-18,home
I0010817,C0222,R0015,click,2026-01-22,search
I0010818,C0222,R0121,impression,2026-01-22,home
I0010819,C0222,R0127,view_menu,2026-07-27,home
I0010820,C0222,R0041,order,2026-03-11,home
I0010821,C0222,R0015,click,2026-01-26,offers
I0010822,C0222,R0097,click,2026-02-15,home
I0010823,C0222,R0097,click,2026-07-28,offers
I0010824,C0222,R0015,view_menu,2026-07-04,search
I0010825,C0222,R0014,add_to_cart,2026-01-24,offers
I0010826,C0222,R0039,impression,2026-02-16,home
I0010827,C0222,R0078,impression,2026-02-19,home
I0010828,C0222,R0028,impression,2026-07-26,home
I0010829,C0222,R0004,click,2026-03-13,reorder
I0010830,C0222,R0014,impression,2026-04-02,reorder
I0010831,C0222,R0039,view_menu,2026-07-24,offers
I0010832,C0222,R0002,click,2026-04-10,reorder
I0010833,C0222,R0117,dismiss,2026-07-26,offers
I0010834,C0222,R0026,impression,2026-08-25,offers
I0010835,C0222,R0109,add_to_cart,2026-07-22,offers
I0010836,C0222,R0127,add_to_cart,2026-07-25,offers
I0010837,C0222,R0015,impression,2026-05-15,ai_assistant
I0010838,C0222,R0115,click,2026-04-22,home
I0010839,C0222,R0028,impression,2026-02-06,home
I0010840,C0222,R0096,click,2026-08-27,reorder
I0010841,C0222,R0085,impression,2026-01-19,ai_assistant
I0010842,C0222,R0117,impression,2026-04-22,offers
I0010843,C0222,R0109,impression,2026-02-07,home
I0010844,C0222,R0078,impression,2026-01-24,home
I0010845,C0222,R0054,impression,2026-06-17,ai_assistant
I0010846,C0222,R0014,impression,2026-03-01,offers
I0010847,C0222,R0014,impression,2026-03-21,ai_assistant
I0010848,C0222,R0130,order,2026-01-03,offers
I0010849,C0222,R0078,impression,2026-07-27,search
I0010850,C0222,R0002,click,2026-02-14,offers
I0010851,C0222,R0097,order,2026-02-26,reorder
I0010852,C0222,R0096,impression,2026-01-15,offers
I0010853,C0222,R0017,dismiss,2026-06-20,ai_assistant
I0010854,C0222,R0085,impression,2026-02-02,reorder
I0010855,C0222,R0096,click,2026-07-28,home
I0010856,C0222,R0127,add_to_cart,2026-03-16,home
I0010857,C0222,R0085,impression,2026-08-06,ai_assistant
I0010858,C0222,R0130,save,2026-05-27,reorder
I0010859,C0222,R0064,impression,2026-01-31,reorder
I0010860,C0223,R0077,impression,2026-08-02,reorder
I0010861,C0223,R0070,impression,2026-08-23,offers
I0010862,C0223,R0070,view_menu,2026-01-21,ai_assistant
I0010863,C0223,R0139,order,2026-02-05,home
I0010864,C0223,R0006,impression,2026-04-01,offers
I0010865,C0223,R0006,view_menu,2026-06-06,offers
I0010866,C0223,R0024,impression,2026-04-30,reorder
I0010867,C0223,R0070,click,2026-04-02,offers
I0010868,C0223,R0107,impression,2026-04-19,offers
I0010869,C0223,R0129,impression,2026-04-23,reorder
I0010870,C0223,R0124,view_menu,2026-02-26,reorder
I0010871,C0223,R0129,click,2026-04-11,ai_assistant
I0010872,C0223,R0077,save,2026-07-05,reorder
I0010873,C0223,R0123,impression,2026-02-12,reorder
I0010874,C0223,R0030,impression,2026-01-29,offers
I0010875,C0223,R0104,impression,2026-04-01,search
I0010876,C0223,R0067,impression,2026-06-23,reorder
I0010877,C0223,R0124,save,2026-06-26,search
I0010878,C0223,R0093,impression,2026-01-25,home
I0010879,C0223,R0046,impression,2026-05-12,search
I0010880,C0223,R0024,dismiss,2026-01-11,home
I0010881,C0223,R0099,order,2026-01-26,ai_assistant
I0010882,C0223,R0123,impression,2026-04-04,home
I0010883,C0223,R0110,impression,2026-05-29,home
I0010884,C0223,R0124,click,2026-01-22,ai_assistant
I0010885,C0223,R0125,impression,2026-04-16,reorder
I0010886,C0223,R0104,view_menu,2026-05-28,home
I0010887,C0223,R0061,impression,2026-05-18,search
I0010888,C0223,R0007,impression,2026-01-05,ai_assistant
I0010889,C0223,R0136,click,2026-01-10,ai_assistant
I0010890,C0223,R0119,impression,2026-08-27,search
I0010891,C0223,R0032,impression,2026-09-04,reorder
I0010892,C0223,R0105,impression,2026-04-21,reorder
I0010893,C0223,R0105,impression,2026-06-28,ai_assistant
I0010894,C0224,R0016,impression,2026-07-06,search
I0010895,C0224,R0088,order,2026-06-20,ai_assistant
I0010896,C0224,R0140,click,2026-01-01,search
I0010897,C0224,R0038,impression,2026-07-22,home
I0010898,C0224,R0016,impression,2026-05-27,reorder
I0010899,C0224,R0050,view_menu,2026-08-22,reorder
I0010900,C0224,R0088,add_to_cart,2026-08-22,reorder
I0010901,C0224,R0140,view_menu,2026-04-23,home
I0010902,C0224,R0016,impression,2026-03-24,search
I0010903,C0224,R0052,order,2026-01-31,ai_assistant
I0010904,C0224,R0140,impression,2026-05-01,home
I0010905,C0224,R0091,impression,2026-01-12,search
I0010906,C0224,R0091,view_menu,2026-02-21,ai_assistant
I0010907,C0224,R0071,impression,2026-08-13,reorder
I0010908,C0224,R0088,save,2026-06-28,ai_assistant
I0010909,C0224,R0042,click,2026-02-09,home
I0010910,C0224,R0016,click,2026-01-19,reorder
I0010911,C0224,R0016,order,2026-05-20,home
I0010912,C0224,R0016,impression,2026-08-10,reorder
I0010913,C0224,R0050,save,2026-05-22,offers
I0010914,C0224,R0052,impression,2026-01-30,home
I0010915,C0224,R0071,impression,2026-01-04,search
I0010916,C0224,R0071,impression,2026-05-20,reorder
I0010917,C0224,R0140,impression,2026-02-22,reorder
I0010918,C0224,R0088,view_menu,2026-06-03,offers
I0010919,C0224,R0042,click,2026-01-23,search
I0010920,C0224,R0091,impression,2026-01-31,search
I0010921,C0224,R0050,order,2026-07-19,home
I0010922,C0224,R0091,dismiss,2026-02-17,reorder
I0010923,C0224,R0038,impression,2026-06-20,offers
I0010924,C0224,R0071,view_menu,2026-02-02,ai_assistant
I0010925,C0224,R0042,save,2026-08-25,offers
I0010926,C0224,R0050,impression,2026-02-28,ai_assistant
I0010927,C0224,R0071,save,2026-03-08,home
I0010928,C0224,R0140,impression,2026-01-20,reorder
I0010929,C0224,R0038,add_to_cart,2026-06-28,search
I0010930,C0224,R0050,impression,2026-05-22,reorder
I0010931,C0224,R0140,click,2026-03-07,offers
I0010932,C0224,R0042,impression,2026-02-21,offers
I0010933,C0224,R0052,impression,2026-05-03,reorder
I0010934,C0224,R0050,impression,2026-02-21,search
I0010935,C0224,R0038,impression,2026-09-03,search
I0010936,C0224,R0038,click,2026-06-09,reorder
I0010937,C0224,R0042,dismiss,2026-03-31,home
I0010938,C0224,R0052,impression,2026-01-01,offers
I0010939,C0224,R0091,impression,2026-04-05,ai_assistant
I0010940,C0224,R0050,impression,2026-03-25,reorder
I0010941,C0224,R0038,add_to_cart,2026-05-10,offers
I0010942,C0224,R0050,add_to_cart,2026-08-21,offers
I0010943,C0224,R0091,impression,2026-08-17,reorder
I0010944,C0224,R0038,click,2026-06-06,home
I0010945,C0224,R0016,impression,2026-05-03,search
I0010946,C0224,R0071,view_menu,2026-06-02,home
I0010947,C0224,R0016,order,2026-05-25,reorder
I0010948,C0224,R0140,view_menu,2026-03-22,offers
I0010949,C0224,R0042,impression,2026-04-20,offers
I0010950,C0224,R0038,impression,2026-08-22,search
I0010951,C0224,R0088,view_menu,2026-04-14,search
I0010952,C0224,R0042,click,2026-03-05,search
I0010953,C0224,R0091,click,2026-03-27,reorder
I0010954,C0224,R0052,impression,2026-06-21,home
I0010955,C0224,R0091,impression,2026-02-20,reorder
I0010956,C0224,R0038,order,2026-07-10,search
I0010957,C0224,R0042,view_menu,2026-05-26,reorder
I0010958,C0224,R0052,dismiss,2026-02-13,ai_assistant
I0010959,C0224,R0038,add_to_cart,2026-02-08,ai_assistant
I0010960,C0224,R0050,click,2026-07-16,reorder
I0010961,C0224,R0091,click,2026-07-10,ai_assistant
I0010962,C0224,R0088,order,2026-01-04,reorder
I0010963,C0224,R0052,impression,2026-06-18,offers
I0010964,C0224,R0042,impression,2026-04-29,home
I0010965,C0224,R0038,impression,2026-01-21,search
I0010966,C0224,R0140,impression,2026-05-14,search
I0010967,C0224,R0088,order,2026-07-23,search
I0010968,C0224,R0038,order,2026-03-14,search
I0010969,C0224,R0038,dismiss,2026-07-18,home
I0010970,C0225,R0033,click,2026-02-25,ai_assistant
I0010971,C0225,R0005,click,2026-02-27,ai_assistant
I0010972,C0225,R0074,impression,2026-06-29,search
I0010973,C0225,R0040,click,2026-05-19,search
I0010974,C0225,R0072,view_menu,2026-06-03,search
I0010975,C0225,R0081,impression,2026-08-25,ai_assistant
I0010976,C0225,R0005,view_menu,2026-03-13,reorder
I0010977,C0225,R0081,impression,2026-04-03,offers
I0010978,C0225,R0144,view_menu,2026-07-26,home
I0010979,C0225,R0066,impression,2026-02-01,ai_assistant
I0010980,C0225,R0122,click,2026-07-31,offers
I0010981,C0225,R0072,click,2026-05-02,ai_assistant
I0010982,C0225,R0005,click,2026-03-21,ai_assistant
I0010983,C0225,R0048,order,2026-02-15,ai_assistant
I0010984,C0225,R0072,click,2026-03-24,reorder
I0010985,C0225,R0122,order,2026-08-17,search
I0010986,C0225,R0103,click,2026-05-25,reorder
I0010987,C0225,R0108,impression,2026-06-12,home
I0010988,C0225,R0081,add_to_cart,2026-03-09,home
I0010989,C0225,R0019,add_to_cart,2026-04-13,reorder
I0010990,C0225,R0058,view_menu,2026-05-01,search
I0010991,C0225,R0081,impression,2026-05-19,ai_assistant
I0010992,C0225,R0022,order,2026-01-12,home
I0010993,C0225,R0074,impression,2026-07-19,home
I0010994,C0225,R0112,impression,2026-02-20,home
I0010995,C0225,R0144,click,2026-04-07,home
I0010996,C0225,R0005,view_menu,2026-04-01,ai_assistant
I0010997,C0225,R0058,click,2026-06-24,ai_assistant
I0010998,C0225,R0056,view_menu,2026-08-23,search
I0010999,C0225,R0019,click,2026-01-31,ai_assistant
I0011000,C0225,R0056,impression,2026-04-03,reorder
I0011001,C0225,R0044,dismiss,2026-09-07,search
I0011002,C0225,R0144,click,2026-08-26,ai_assistant
I0011003,C0225,R0022,impression,2026-02-11,home
I0011004,C0225,R0040,order,2026-05-03,reorder
I0011005,C0225,R0033,dismiss,2026-08-22,reorder
I0011006,C0225,R0048,click,2026-04-06,offers
I0011007,C0225,R0027,add_to_cart,2026-02-28,offers
I0011008,C0225,R0072,impression,2026-05-09,search
I0011009,C0225,R0074,add_to_cart,2026-01-07,reorder
I0011010,C0225,R0081,impression,2026-02-11,search
I0011011,C0225,R0040,click,2026-02-01,search
I0011012,C0225,R0033,impression,2026-07-21,ai_assistant
I0011013,C0225,R0044,impression,2026-09-02,search
I0011014,C0225,R0008,dismiss,2026-02-26,reorder
I0011015,C0226,R0141,add_to_cart,2026-09-07,ai_assistant
I0011016,C0226,R0043,view_menu,2026-06-08,reorder
I0011017,C0226,R0021,view_menu,2026-08-08,offers
I0011018,C0226,R0141,impression,2026-03-09,reorder
I0011019,C0226,R0141,impression,2026-04-04,reorder
I0011020,C0226,R0049,click,2026-02-14,search
I0011021,C0226,R0090,add_to_cart,2026-06-02,home
I0011022,C0226,R0147,dismiss,2026-06-20,ai_assistant
I0011023,C0226,R0131,order,2026-09-05,reorder
I0011024,C0226,R0080,dismiss,2026-02-10,search
I0011025,C0226,R0090,impression,2026-04-23,offers
I0011026,C0226,R0090,impression,2026-04-04,ai_assistant
I0011027,C0226,R0021,click,2026-04-01,ai_assistant
I0011028,C0226,R0043,impression,2026-03-22,reorder
I0011029,C0226,R0126,impression,2026-01-10,reorder
I0011030,C0226,R0138,add_to_cart,2026-05-09,offers
I0011031,C0226,R0021,impression,2026-07-20,ai_assistant
I0011032,C0226,R0090,impression,2026-05-10,ai_assistant
I0011033,C0226,R0049,click,2026-03-05,reorder
I0011034,C0226,R0131,order,2026-03-02,offers
I0011035,C0226,R0043,order,2026-04-20,search
I0011036,C0226,R0025,impression,2026-01-01,home
I0011037,C0226,R0147,impression,2026-09-07,reorder
I0011038,C0226,R0025,dismiss,2026-05-03,offers
I0011039,C0226,R0079,impression,2026-08-15,reorder
I0011040,C0226,R0138,order,2026-04-11,offers
I0011041,C0226,R0049,impression,2026-03-31,offers
I0011042,C0226,R0143,order,2026-05-02,reorder
I0011043,C0226,R0126,click,2026-04-07,search
I0011044,C0226,R0092,impression,2026-05-06,home
I0011045,C0226,R0079,view_menu,2026-02-24,offers
I0011046,C0226,R0090,impression,2026-08-08,ai_assistant
I0011047,C0226,R0147,view_menu,2026-01-14,search
I0011048,C0226,R0049,view_menu,2026-04-27,home
I0011049,C0226,R0049,click,2026-08-28,ai_assistant
I0011050,C0226,R0126,dismiss,2026-01-06,reorder
I0011051,C0226,R0025,save,2026-01-18,ai_assistant
I0011052,C0226,R0147,click,2026-03-26,ai_assistant
I0011053,C0226,R0147,impression,2026-05-10,ai_assistant
I0011054,C0226,R0138,click,2026-07-07,home
I0011055,C0226,R0143,impression,2026-03-11,offers
I0011056,C0226,R0138,impression,2026-08-13,reorder
I0011057,C0226,R0020,impression,2026-04-06,ai_assistant
I0011058,C0226,R0131,add_to_cart,2026-02-14,ai_assistant
I0011059,C0226,R0080,impression,2026-03-02,reorder
I0011060,C0226,R0143,click,2026-05-31,ai_assistant
I0011061,C0226,R0131,view_menu,2026-06-27,ai_assistant
I0011062,C0226,R0143,impression,2026-01-04,home
I0011063,C0226,R0090,click,2026-04-20,reorder
I0011064,C0226,R0143,view_menu,2026-03-08,home
I0011065,C0226,R0021,save,2026-05-02,home
I0011066,C0226,R0025,impression,2026-03-24,search
I0011067,C0227,R0041,save,2026-01-28,home
I0011068,C0227,R0130,order,2026-03-26,reorder
I0011069,C0227,R0004,order,2026-03-08,home
I0011070,C0227,R0017,impression,2026-04-23,ai_assistant
I0011071,C0227,R0045,view_menu,2026-02-17,home
I0011072,C0227,R0098,impression,2026-01-17,home
I0011073,C0227,R0064,dismiss,2026-08-17,ai_assistant
I0011074,C0227,R0117,dismiss,2026-06-02,reorder
I0011075,C0227,R0026,impression,2026-07-16,offers
I0011076,C0227,R0109,view_menu,2026-06-12,home
I0011077,C0227,R0014,order,2026-02-07,search
I0011078,C0227,R0098,impression,2026-07-17,home
I0011079,C0227,R0106,order,2026-05-25,offers
I0011080,C0227,R0015,view_menu,2026-08-27,offers
I0011081,C0227,R0096,impression,2026-07-09,search
I0011082,C0227,R0045,order,2026-07-16,offers
I0011083,C0227,R0121,order,2026-01-04,ai_assistant
I0011084,C0227,R0098,impression,2026-07-15,home
I0011085,C0227,R0004,impression,2026-03-29,home
I0011086,C0227,R0004,click,2026-01-08,reorder
I0011087,C0227,R0084,impression,2026-02-28,search
I0011088,C0227,R0095,add_to_cart,2026-01-06,home
I0011089,C0227,R0015,impression,2026-03-13,home
I0011090,C0227,R0102,view_menu,2026-03-11,search
I0011091,C0227,R0002,click,2026-05-25,search
I0011092,C0227,R0109,impression,2026-04-27,search
I0011093,C0227,R0127,impression,2026-03-16,offers
I0011094,C0227,R0064,impression,2026-06-21,reorder
I0011095,C0227,R0054,impression,2026-06-16,home
I0011096,C0227,R0102,impression,2026-03-08,home
I0011097,C0227,R0102,dismiss,2026-07-30,home
I0011098,C0227,R0026,click,2026-05-21,ai_assistant
I0011099,C0227,R0084,dismiss,2026-04-09,reorder
I0011100,C0227,R0115,view_menu,2026-03-25,search
I0011101,C0227,R0002,impression,2026-02-22,ai_assistant
I0011102,C0227,R0085,add_to_cart,2026-05-20,reorder
I0011103,C0227,R0084,impression,2026-08-26,offers
I0011104,C0227,R0015,save,2026-03-10,reorder
I0011105,C0227,R0017,click,2026-06-11,reorder
I0011106,C0227,R0039,impression,2026-06-05,search
I0011107,C0227,R0041,impression,2026-04-06,offers
I0011108,C0227,R0121,view_menu,2026-04-20,reorder
I0011109,C0227,R0127,impression,2026-09-05,search
I0011110,C0227,R0095,add_to_cart,2026-08-11,reorder
I0011111,C0227,R0095,order,2026-06-15,ai_assistant
I0011112,C0227,R0115,view_menu,2026-01-02,offers
I0011113,C0227,R0014,view_menu,2026-03-21,reorder
I0011114,C0227,R0127,order,2026-05-09,reorder
I0011115,C0227,R0109,click,2026-07-04,home
I0011116,C0227,R0026,order,2026-07-27,search
I0011117,C0227,R0109,click,2026-08-13,offers
I0011118,C0227,R0014,dismiss,2026-07-20,reorder
I0011119,C0227,R0078,impression,2026-03-26,home
I0011120,C0227,R0127,save,2026-08-27,search
I0011121,C0227,R0095,click,2026-08-03,home
I0011122,C0227,R0064,click,2026-04-24,offers
I0011123,C0227,R0002,view_menu,2026-01-18,home
I0011124,C0227,R0084,impression,2026-08-19,ai_assistant
I0011125,C0227,R0078,view_menu,2026-01-25,search
I0011126,C0227,R0095,click,2026-01-29,home
I0011127,C0227,R0014,impression,2026-01-01,ai_assistant
I0011128,C0227,R0078,view_menu,2026-03-12,reorder
I0011129,C0227,R0004,impression,2026-08-13,search
I0011130,C0227,R0097,save,2026-06-22,search
I0011131,C0227,R0097,click,2026-02-04,home
I0011132,C0227,R0084,dismiss,2026-01-17,ai_assistant
I0011133,C0227,R0117,add_to_cart,2026-01-20,home
I0011134,C0227,R0098,click,2026-04-03,search
I0011135,C0227,R0098,impression,2026-07-13,ai_assistant
I0011136,C0227,R0084,dismiss,2026-01-19,offers
I0011137,C0227,R0014,impression,2026-03-18,offers
I0011138,C0228,R0123,dismiss,2026-01-03,home
I0011139,C0228,R0046,click,2026-05-12,ai_assistant
I0011140,C0228,R0139,click,2026-09-07,offers
I0011141,C0228,R0031,click,2026-07-10,home
I0011142,C0228,R0067,impression,2026-08-18,offers
I0011143,C0228,R0119,impression,2026-05-10,reorder
I0011144,C0228,R0070,dismiss,2026-04-20,ai_assistant
I0011145,C0228,R0067,view_menu,2026-01-21,reorder
I0011146,C0228,R0123,impression,2026-03-15,ai_assistant
I0011147,C0228,R0107,impression,2026-01-12,offers
I0011148,C0228,R0139,impression,2026-04-17,home
I0011149,C0228,R0099,view_menu,2026-06-05,home
I0011150,C0228,R0119,click,2026-05-01,offers
I0011151,C0228,R0067,impression,2026-01-03,search
I0011152,C0228,R0046,order,2026-06-26,search
I0011153,C0228,R0024,click,2026-06-18,reorder
I0011154,C0228,R0125,dismiss,2026-02-26,search
I0011155,C0228,R0119,dismiss,2026-03-22,home
I0011156,C0228,R0136,save,2026-06-20,home
I0011157,C0228,R0133,impression,2026-03-12,home
