customer_id,city,age,customer_segment,derived_top_cuisine,top_3_cuisines,derived_avg_order_value,orders_observed,avg_customer_rating,observed_discount_rate,weekend_order_share,late_night_share,repeat_order_share,unique_restaurants_tried,dietary_preference,healthy_affinity,spicy_affinity,exploration_affinity,loyalty_affinity
C0305,Delhi,34,Food Explorer,Italian,"Italian, North Indian, Maharashtrian",477.0,19,3.74,0.11,0.21,0.16,0.58,13,No Preference,0.81,0.88,0.69,0.36
C0306,Mumbai,51,Food Explorer,Chinese,"Chinese, Maharashtrian, Cafe",596.0,18,4.28,0.67,0.17,0.17,0.11,17,No Preference,0.41,0.63,0.81,0.61
C0307,Mumbai,52,Food Explorer,Desserts,"Desserts, Chinese, Cafe",561.0,10,4.1,0.5,0.2,0.3,0.0,10,Vegan,0.16,0.81,0.19,0.54
C0308,Mumbai,30,Food Explorer,Chinese,"Chinese, South Indian, Healthy",571.0,21,3.95,0.52,0.38,0.14,0.57,13,Vegetarian,0.62,0.16,0.3,0.42
C0309,Delhi,49,Food Explorer,Chinese,"Chinese, Desserts, South Indian",566.0,15,3.93,0.93,0.2,0.2,0.6,10,No Preference,0.72,0.81,0.59,0.55
C0310,Delhi,51,Convenience Seeker,Chinese,"Chinese, Cafe, North Indian",434.0,22,3.73,0.23,0.27,0.14,0.59,15,No Preference,0.45,0.19,0.24,0.71
C0311,Pune,47,Food Explorer,Biryani,"Biryani, North Indian, Cafe",501.0,7,3.71,0.57,0.14,0.29,0.0,7,Vegetarian,0.37,0.94,0.45,0.41
C0312,Pune,44,Convenience Seeker,Biryani,"Biryani, Burgers, Desserts",421.0,10,4.0,0.5,0.4,0.2,0.2,9,No Preference,0.48,0.44,0.3,0.87
C0313,Bengaluru,19,Health Conscious,Pizza,"Pizza, Healthy, Chinese",360.0,9,3.89,0.44,0.22,0.0,0.67,4,No Preference,0.88,0.53,0.85,0.77
C0314,Ahmedabad,27,Food Explorer,South Indian,"South Indian, Chinese, Italian",614.0,6,4.33,0.33,0.17,0.0,0.0,6,No Preference,0.58,0.28,0.34,0.58
C0315,Pune,48,Food Explorer,Cafe,"Cafe, North Indian, Thai",402.0,14,3.93,0.36,0.29,0.29,0.43,11,Jain,0.15,0.76,0.56,0.21
C0316,Hyderabad,44,Food Explorer,Biryani,"Biryani, Pizza, Desserts",563.0,17,3.88,0.65,0.12,0.06,0.59,11,Jain,0.58,0.38,0.52,0.39
C0317,Delhi,21,Health Conscious,Cafe,"Cafe, Desserts, Chinese",477.0,32,4.06,0.72,0.28,0.19,0.69,17,Vegetarian,0.73,0.57,0.37,0.51
C0318,Pune,50,Food Explorer,Cafe,"Cafe, North Indian, Pizza",358.0,5,4.0,0.8,0.2,0.0,0.0,5,Vegetarian,0.31,0.16,0.59,0.7
C0319,Pune,54,Food Explorer,Pizza,"Pizza, Biryani, Burgers",460.0,8,3.75,0.75,0.12,0.38,0.0,8,No Preference,0.62,0.94,0.34,0.89
C0320,Delhi,46,Health Conscious,Italian,"Italian, Pizza, Chinese",425.0,17,4.18,0.88,0.41,0.12,0.41,13,Vegetarian,0.89,0.84,0.14,0.86
C0321,Mumbai,39,Food Explorer,Biryani,"Biryani, Desserts, Maharashtrian",501.0,10,3.9,0.3,0.0,0.1,0.0,10,No Preference,0.94,0.69,0.54,0.62
C0322,Pune,55,Food Explorer,North Indian,"North Indian, Burgers, Thai",420.0,12,3.92,0.42,0.42,0.17,0.17,11,No Preference,0.66,0.88,0.15,0.65
C0323,Mumbai,19,Food Explorer,Chinese,"Chinese, Maharashtrian, Desserts",523.0,20,4.0,0.7,0.25,0.25,0.4,16,No Preference,0.17,0.27,0.49,0.6
C0324,Kolkata,19,Food Explorer,Italian,"Italian, Chinese, Maharashtrian",441.0,13,4.23,0.23,0.23,0.23,0.46,10,No Preference,0.95,0.93,0.38,0.38
C0325,Mumbai,34,Health Conscious,Chinese,"Chinese, Cafe, South Indian",551.0,9,4.44,1.0,0.33,0.22,0.22,8,Low-Calorie,0.92,0.62,0.17,0.44
C0326,Bengaluru,44,Food Explorer,Healthy,"Healthy, South Indian, Maharashtrian",520.0,16,4.19,0.38,0.44,0.12,0.38,13,High-Protein,0.27,0.22,0.56,0.66
C0327,Chennai,26,Health Conscious,Biryani,"Biryani, Chinese, Burgers",443.0,22,3.73,0.77,0.32,0.09,0.86,9,Low-Calorie,0.85,0.72,0.19,0.39
C0328,Hyderabad,44,Food Explorer,Desserts,"Desserts, South Indian, Biryani",485.0,11,4.36,0.18,0.18,0.09,0.64,7,No Preference,0.58,0.3,0.59,0.35
C0329,Mumbai,40,Food Explorer,Healthy,"Healthy, Maharashtrian, Burgers",523.0,5,4.4,0.6,0.2,0.2,0.0,5,Vegetarian,0.24,0.29,0.41,0.51
C0330,Mumbai,35,Health Conscious,Cafe,"Cafe, Biryani, North Indian",540.0,11,3.64,0.91,0.36,0.45,0.55,8,Vegan,0.84,0.85,0.59,0.67
C0331,Mumbai,42,Health Conscious,Cafe,"Cafe, Maharashtrian, Chinese",569.0,20,4.05,0.85,0.2,0.1,0.3,16,Vegetarian,0.85,0.85,0.19,0.49
C0332,Kolkata,43,Food Explorer,Healthy,"Healthy, Italian, Pizza",432.0,11,4.0,0.45,0.45,0.36,0.45,8,Low-Calorie,0.46,0.62,0.76,0.5
C0333,Chennai,27,Food Explorer,Biryani,"Biryani, Chinese, South Indian",451.0,9,4.33,0.78,0.11,0.11,0.67,6,Vegetarian,0.37,0.12,0.54,0.44
C0334,Delhi,47,Food Explorer,Cafe,"Cafe, South Indian, Thai",451.0,14,4.29,0.36,0.5,0.14,0.64,8,High-Protein,0.55,0.43,0.46,0.42
C0335,Chennai,28,Food Explorer,Biryani,"Biryani, Burgers, Chinese",389.0,16,4.0,0.88,0.5,0.19,0.94,6,High-Protein,0.14,0.36,0.22,0.73
C0336,Hyderabad,36,Budget Explorer,South Indian,"South Indian, Desserts, North Indian",660.0,17,3.88,0.53,0.35,0.12,0.65,11,No Preference,0.52,0.28,0.75,0.61
C0337,Hyderabad,44,Food Explorer,South Indian,"South Indian, Maharashtrian, Italian",603.0,10,4.1,0.5,0.5,0.4,0.7,6,No Preference,0.15,0.4,0.27,0.29
C0338,Mumbai,54,Food Explorer,Chinese,"Chinese, Maharashtrian, Healthy",451.0,16,4.19,0.38,0.25,0.06,0.25,14,No Preference,0.58,0.92,0.66,0.58
C0339,Pune,20,Health Conscious,Burgers,"Burgers, Biryani, Thai",397.0,20,4.0,0.95,0.45,0.15,0.7,12,High-Protein,0.83,0.38,0.48,0.24
C0340,Delhi,31,Food Explorer,Maharashtrian,"Maharashtrian, Pizza, Italian",524.0,9,3.89,0.33,0.33,0.33,0.33,7,Vegetarian,0.62,0.37,0.89,0.37
C0341,Pune,26,Food Explorer,Cafe,"Cafe, North Indian, Italian",377.0,15,4.13,0.4,0.53,0.4,0.6,10,Vegetarian,0.5,0.78,0.25,0.24
C0342,Delhi,44,Food Explorer,Burgers,"Burgers, Healthy, Cafe",509.0,21,3.76,0.43,0.33,0.05,0.71,12,Jain,0.53,0.38,0.73,0.38
C0343,Pune,39,Food Explorer,Cafe,"Cafe, Pizza, Biryani",432.0,31,4.0,0.42,0.23,0.19,0.81,14,Jain,0.65,0.51,0.83,0.75
C0344,Kolkata,39,Food Explorer,Italian,"Italian, Thai, Maharashtrian",404.0,13,4.15,0.77,0.15,0.31,0.62,8,Jain,0.38,0.88,0.11,0.58
C0345,Mumbai,27,Food Explorer,Biryani,"Biryani, South Indian, Chinese",746.0,9,4.11,0.44,0.33,0.22,0.22,8,Vegetarian,0.7,0.37,0.79,0.71
C0346,Hyderabad,23,Health Conscious,South Indian,"South Indian, Chinese, Burgers",602.0,18,3.94,0.5,0.22,0.11,0.72,10,Jain,0.88,0.48,0.73,0.73
C0347,Chennai,50,Food Explorer,Biryani,"Biryani, South Indian, Chinese",392.0,10,4.2,0.9,0.4,0.2,0.8,6,No Preference,0.21,0.72,0.85,0.66
C0348,Chennai,25,Budget Explorer,Biryani,"Biryani, Chinese, South Indian",428.0,19,4.26,0.84,0.26,0.05,0.89,9,Jain,0.12,0.74,0.71,0.71
C0349,Delhi,38,Food Explorer,Cafe,"Cafe, Desserts, Healthy",406.0,18,4.06,0.44,0.44,0.22,0.5,13,No Preference,0.58,0.19,0.19,0.87
C0350,Kolkata,38,Food Explorer,Pizza,"Pizza, Maharashtrian, Desserts",287.0,11,4.18,0.55,0.27,0.18,0.82,5,Vegetarian,0.5,0.67,0.45,0.25
C0351,Mumbai,23,Food Explorer,Cafe,"Cafe, South Indian, Maharashtrian",570.0,11,4.18,0.27,0.09,0.27,0.36,9,High-Protein,0.55,0.93,0.67,0.65
C0352,Hyderabad,54,Food Explorer,Biryani,"Biryani, South Indian, Italian",607.0,6,4.17,0.67,0.5,0.0,0.33,5,No Preference,0.83,0.62,0.29,0.32
C0353,Pune,29,Food Explorer,Biryani,"Biryani, North Indian, Desserts",585.0,5,3.8,0.2,0.2,0.0,0.4,4,Vegetarian,0.61,0.21,0.24,0.73
C0354,Mumbai,38,Food Explorer,Maharashtrian,"Maharashtrian, Chinese, Healthy",503.0,20,4.0,0.85,0.2,0.15,0.5,15,Vegetarian,0.39,0.79,0.88,0.44
C0355,Hyderabad,54,Food Explorer,South Indian,"South Indian, Biryani, Chinese",672.0,10,4.2,0.5,0.6,0.1,0.5,7,Vegetarian,0.38,0.18,0.19,0.6
C0356,Bengaluru,43,Food Explorer,Desserts,"Desserts, Maharashtrian, Pizza",600.0,17,4.18,0.65,0.18,0.12,0.47,12,Vegan,0.59,0.74,0.27,0.25
C0357,Delhi,27,Health Conscious,Chinese,"Chinese, Cafe, Italian",455.0,22,4.0,0.95,0.09,0.14,0.5,15,Vegetarian,0.88,0.9,0.74,0.66
C0358,Pune,23,Health Conscious,Biryani,"Biryani, Thai, Cafe",461.0,9,4.11,0.89,0.22,0.22,0.44,7,Jain,0.93,0.19,0.1,0.57
C0359,Mumbai,33,Food Explorer,Chinese,"Chinese, Cafe, Maharashtrian",636.0,11,4.27,0.18,0.27,0.09,0.18,10,No Preference,0.57,0.82,0.24,0.25
C0360,Hyderabad,27,Food Explorer,Desserts,"Desserts, Burgers, Thai",446.0,5,4.2,0.2,0.2,0.2,0.4,4,No Preference,0.22,0.22,0.63,0.88
C0361,Hyderabad,45,Health Conscious,South Indian,"South Indian, Cafe, Thai",546.0,5,4.4,0.2,0.2,0.2,0.4,4,Vegetarian,0.72,0.71,0.11,0.52
C0362,Kolkata,54,Convenience Seeker,Italian,"Italian, Chinese, Maharashtrian",431.0,7,3.71,0.57,0.43,0.29,0.86,4,Vegetarian,0.94,0.94,0.21,0.7
C0363,Hyderabad,51,Budget Explorer,South Indian,"South Indian, Desserts, Pizza",580.0,22,4.0,0.45,0.18,0.14,0.86,12,No Preference,0.55,0.11,0.59,0.83
C0364,Chennai,54,Food Explorer,Burgers,"Burgers, Biryani, South Indian",381.0,20,4.05,0.75,0.45,0.1,0.8,8,No Preference,0.24,0.14,0.15,0.5
C0365,Mumbai,36,Food Explorer,Chinese,"Chinese, Burgers, Desserts",474.0,24,4.0,0.62,0.25,0.12,0.58,17,High-Protein,0.61,0.87,0.31,0.71
C0366,Hyderabad,41,Food Explorer,South Indian,"South Indian, Thai, Cafe",679.0,11,4.0,0.27,0.09,0.36,0.45,8,Vegetarian,0.23,0.52,0.22,0.85
C0367,Pune,33,Food Explorer,Pizza,"Pizza, Cafe, Biryani",503.0,13,3.54,0.23,0.08,0.08,0.46,10,Vegetarian,0.5,0.5,0.14,0.5
C0368,Kolkata,32,Food Explorer,Pizza,"Pizza, Maharashtrian, Italian",361.0,22,4.0,0.09,0.27,0.09,0.86,9,No Preference,0.92,0.68,0.46,0.66
C0369,Kolkata,40,Food Explorer,Italian,"Italian, Pizza, Chinese",378.0,15,4.2,0.27,0.07,0.13,0.6,10,No Preference,0.31,0.67,0.47,0.66
C0370,Chennai,39,Food Explorer,Biryani,"Biryani, Burgers, Chinese",357.0,16,4.25,0.38,0.12,0.19,1.0,6,No Preference,0.34,0.26,0.46,0.31
C0371,Mumbai,21,Budget Explorer,Chinese,"Chinese, Biryani, Burgers",642.0,7,3.71,0.71,0.57,0.0,0.57,5,Vegetarian,0.78,0.26,0.71,0.64
C0372,Delhi,34,Health Conscious,Desserts,"Desserts, Chinese, South Indian",607.0,5,4.0,0.8,0.4,0.0,0.4,4,Vegetarian,0.76,0.34,0.72,0.34
C0373,Pune,39,Food Explorer,Pizza,"Pizza, Biryani, Maharashtrian",446.0,15,4.07,0.07,0.13,0.27,0.4,12,No Preference,0.56,0.47,0.62,0.23
C0374,Mumbai,46,Food Explorer,Chinese,"Chinese, Desserts, South Indian",566.0,27,4.19,0.15,0.19,0.22,0.59,18,Vegetarian,0.13,0.43,0.62,0.15
C0375,Pune,43,Health Conscious,Biryani,"Biryani, Cafe, Pizza",470.0,9,4.11,0.67,0.0,0.11,0.0,9,Vegetarian,0.91,0.8,0.53,0.15
C0376,Ahmedabad,52,Budget Explorer,Pizza,"Pizza, Chinese, Thai",443.0,20,3.9,0.65,0.3,0.1,0.1,19,No Preference,0.35,0.27,0.77,0.72
C0377,Pune,30,Food Explorer,Cafe,"Cafe, North Indian, Burgers",367.0,17,4.0,0.65,0.24,0.06,0.47,13,Vegetarian,0.71,0.6,0.21,0.29
C0378,Mumbai,52,Food Explorer,Desserts,"Desserts, Chinese, Maharashtrian",486.0,8,3.75,0.5,0.12,0.0,0.25,7,No Preference,0.54,0.9,0.27,0.64
C0379,Kolkata,27,Convenience Seeker,Chinese,"Chinese, Healthy, Italian",382.0,23,4.09,0.57,0.43,0.13,0.78,10,Vegetarian,0.21,0.25,0.14,0.68
C0380,Bengaluru,24,Food Explorer,Italian,"Italian, Maharashtrian, Chinese",377.0,13,4.0,0.69,0.38,0.15,0.23,11,Jain,0.39,0.81,0.15,0.3
C0381,Pune,38,Food Explorer,Biryani,"Biryani, Maharashtrian, Thai",389.0,25,3.96,0.52,0.48,0.08,0.64,15,No Preference,0.45,0.69,0.2,0.26
C0382,Hyderabad,33,Food Explorer,Chinese,"Chinese, Biryani, Desserts",591.0,21,3.95,0.52,0.14,0.1,0.62,13,Vegetarian,0.65,0.85,0.24,0.22
C0383,Chennai,26,Health Conscious,Biryani,"Biryani, Chinese, Burgers",479.0,10,3.5,0.5,0.3,0.1,0.6,7,Vegetarian,0.91,0.63,0.24,0.52
C0384,Pune,44,Food Explorer,Biryani,"Biryani, North Indian, Pizza",502.0,16,4.19,0.88,0.12,0.06,0.38,13,Low-Calorie,0.63,0.28,0.51,0.5
C0385,Mumbai,27,Health Conscious,South Indian,"South Indian, Cafe, Biryani",533.0,10,4.4,0.5,0.2,0.1,0.6,7,High-Protein,0.74,0.14,0.37,0.75
C0386,Kolkata,29,Food Explorer,Italian,"Italian, Maharashtrian, Pizza",357.0,31,4.19,0.58,0.16,0.06,0.87,10,No Preference,0.38,0.76,0.26,0.66
C0387,Mumbai,33,Food Explorer,Chinese,"Chinese, Maharashtrian, Desserts",516.0,21,4.1,0.9,0.43,0.05,0.38,16,No Preference,0.43,0.22,0.84,0.49
C0388,Pune,35,Food Explorer,North Indian,"North Indian, Biryani, Cafe",402.0,27,4.15,0.48,0.15,0.07,0.7,16,No Preference,0.35,0.23,0.71,0.31
C0389,Delhi,54,Food Explorer,Chinese,"Chinese, Cafe, Italian",414.0,14,4.07,0.29,0.07,0.07,0.29,12,High-Protein,0.46,0.84,0.47,0.16
C0390,Hyderabad,55,Food Explorer,South Indian,"South Indian, Cafe, Desserts",634.0,5,4.0,0.0,0.0,0.0,0.0,5,High-Protein,0.46,0.44,0.69,0.53
C0391,Mumbai,46,Food Explorer,Healthy,"Healthy, Maharashtrian, South Indian",534.0,10,4.4,0.1,0.2,0.3,0.2,9,Vegetarian,0.51,0.36,0.62,0.22
C0392,Ahmedabad,55,Food Explorer,Italian,"Italian, Cafe, Maharashtrian",436.0,10,3.9,0.9,0.1,0.1,0.0,10,High-Protein,0.63,0.43,0.66,0.15
C0393,Chennai,20,Health Conscious,Biryani,"Biryani, Chinese, Thai",449.0,18,4.17,0.28,0.28,0.22,0.83,8,Vegetarian,0.9,0.67,0.69,0.19
C0394,Mumbai,42,Food Explorer,Maharashtrian,"Maharashtrian, Chinese, South Indian",579.0,21,4.29,0.62,0.29,0.19,0.67,13,No Preference,0.56,0.65,0.21,0.4
C0395,Ahmedabad,31,Food Explorer,Biryani,"Biryani, North Indian, Cafe",473.0,7,4.0,0.29,0.14,0.14,0.0,7,Vegetarian,0.5,0.55,0.5,0.77
C0396,Bengaluru,46,Food Explorer,Desserts,"Desserts, Chinese, Biryani",634.0,20,4.2,0.4,0.35,0.15,0.6,12,No Preference,0.24,0.2,0.87,0.21
C0397,Delhi,31,Food Explorer,North Indian,"North Indian, Cafe, Pizza",487.0,22,4.14,0.59,0.41,0.05,0.68,13,No Preference,0.26,0.12,0.69,0.17
C0398,Chennai,39,Food Explorer,Biryani,"Biryani, Chinese, Thai",495.0,11,4.09,0.55,0.27,0.27,0.64,7,Vegan,0.21,0.77,0.46,0.38
C0399,Bengaluru,32,Food Explorer,South Indian,"South Indian, North Indian, Maharashtrian",516.0,22,4.27,0.45,0.23,0.18,0.68,13,No Preference,0.93,0.81,0.67,0.36
C0400,Delhi,28,Food Explorer,North Indian,"North Indian, Cafe, Desserts",346.0,5,5.0,0.4,0.0,0.0,0.0,5,No Preference,0.23,0.48,0.63,0.88
C0401,Kolkata,37,Food Explorer,Chinese,"Chinese, Thai, Desserts",500.0,5,3.4,0.4,0.2,0.0,0.8,3,Vegan,0.65,0.35,0.54,0.53
C0402,Ahmedabad,27,Health Conscious,Italian,"Italian, Biryani, North Indian",467.0,14,4.21,0.29,0.21,0.14,0.14,13,Vegetarian,0.81,0.48,0.35,0.45
C0403,Mumbai,30,Budget Explorer,Cafe,"Cafe, Burgers, South Indian",532.0,7,4.29,0.71,0.43,0.0,0.0,7,No Preference,0.52,0.61,0.88,0.45
C0404,Mumbai,41,Health Conscious,Healthy,"Healthy, Cafe, Chinese",521.0,16,3.94,0.44,0.38,0.25,0.31,13,No Preference,0.72,0.48,0.8,0.22
C0405,Hyderabad,36,Food Explorer,Desserts,"Desserts, South Indian, Italian",496.0,18,4.17,0.28,0.33,0.0,0.78,8,No Preference,0.39,0.89,0.89,0.54
C0406,Pune,23,Food Explorer,Pizza,"Pizza, Desserts, Burgers",358.0,8,3.38,0.75,0.38,0.25,0.25,7,No Preference,0.57,0.14,0.25,0.44
C0407,Ahmedabad,37,Food Explorer,Biryani,"Biryani, Italian, South Indian",532.0,8,3.88,0.25,0.38,0.25,0.25,7,No Preference,0.67,0.34,0.61,0.24
C0408,Bengaluru,19,Food Explorer,Chinese,"Chinese, Healthy, Burgers",523.0,15,3.8,0.6,0.13,0.33,0.6,10,Vegetarian,0.69,0.2,0.6,0.51
C0409,Ahmedabad,19,Food Explorer,Biryani,"Biryani, Pizza, North Indian",548.0,16,3.75,0.19,0.25,0.06,0.12,15,No Preference,0.14,0.35,0.61,0.87
C0410,Mumbai,50,Food Explorer,South Indian,"South Indian, Chinese, Burgers",548.0,22,4.18,0.86,0.55,0.23,0.64,14,Vegetarian,0.68,0.69,0.65,0.38
C0411,Ahmedabad,40,Food Explorer,Burgers,"Burgers, Healthy, Chinese",599.0,11,4.36,1.0,0.18,0.0,0.18,10,No Preference,0.81,0.78,0.27,0.53
C0412,Chennai,52,Food Explorer,Chinese,"Chinese, Thai, Biryani",511.0,12,3.92,0.25,0.25,0.08,0.83,4,Vegetarian,0.22,0.48,0.38,0.67
C0413,Chennai,39,Health Conscious,Biryani,"Biryani, Chinese, Thai",407.0,23,4.13,0.65,0.39,0.13,0.96,9,No Preference,0.75,0.19,0.88,0.47
C0414,Chennai,45,Food Explorer,Biryani,"Biryani, Chinese, Thai",386.0,18,4.06,0.89,0.33,0.11,0.89,7,Vegetarian,0.18,0.21,0.34,0.16
C0415,Ahmedabad,30,Food Explorer,South Indian,"South Indian, Chinese, Pizza",416.0,26,4.08,0.42,0.38,0.27,0.08,25,No Preference,0.31,0.58,0.5,0.7
C0416,Ahmedabad,18,Budget Explorer,Chinese,"Chinese, Biryani, Italian",419.0,9,4.67,0.67,0.33,0.22,0.0,9,No Preference,0.5,0.69,0.84,0.79
C0417,Mumbai,29,Health Conscious,Maharashtrian,"Maharashtrian, Biryani, Cafe",555.0,14,4.36,1.0,0.14,0.14,0.43,10,Vegetarian,0.75,0.7,0.19,0.25
C0418,Mumbai,23,Food Explorer,Maharashtrian,"Maharashtrian, South Indian, Chinese",555.0,18,3.89,0.89,0.33,0.17,0.44,13,Vegetarian,0.46,0.83,0.43,0.89
C0419,Chennai,41,Food Explorer,Biryani,"Biryani, Chinese, Burgers",454.0,16,4.19,0.88,0.19,0.0,0.81,8,Vegetarian,0.6,0.19,0.21,0.45
C0420,Delhi,22,Convenience Seeker,Burgers,"Burgers, Chinese, Italian",529.0,12,3.83,0.92,0.58,0.0,0.5,9,Vegetarian,0.59,0.33,0.32,0.69
C0421,Pune,40,Food Explorer,Thai,"Thai, Biryani, Pizza",464.0,23,4.04,0.13,0.22,0.13,0.74,13,Vegetarian,0.21,0.18,0.5,0.62
C0422,Mumbai,49,Food Explorer,Maharashtrian,"Maharashtrian, South Indian, Desserts",508.0,11,4.36,0.64,0.09,0.18,0.18,10,Vegetarian,0.52,0.5,0.63,0.54
C0423,Chennai,49,Food Explorer,Chinese,"Chinese, Biryani, Burgers",465.0,15,4.0,0.8,0.33,0.13,0.8,7,Vegetarian,0.48,0.13,0.46,0.79
C0424,Bengaluru,28,Food Explorer,Maharashtrian,"Maharashtrian, Healthy, Italian",538.0,11,4.18,0.82,0.27,0.18,0.18,10,Vegetarian,0.58,0.23,0.53,0.5
C0425,Bengaluru,49,Health Conscious,Maharashtrian,"Maharashtrian, Healthy, Desserts",567.0,16,4.12,0.0,0.31,0.31,0.56,10,No Preference,0.73,0.12,0.77,0.41
C0426,Pune,42,Food Explorer,Biryani,"Biryani, Cafe, Pizza",465.0,16,4.06,0.62,0.19,0.25,0.81,9,No Preference,0.36,0.39,0.83,0.2
C0427,Pune,20,Food Explorer,Biryani,"Biryani, Pizza, Cafe",424.0,17,3.94,0.47,0.24,0.06,0.35,14,Vegetarian,0.43,0.59,0.89,0.43
C0428,Mumbai,31,Food Explorer,Healthy,"Healthy, Cafe, Chinese",443.0,8,4.25,0.5,0.25,0.12,0.25,7,No Preference,0.81,0.56,0.78,0.74
C0429,Mumbai,37,Food Explorer,Chinese,"Chinese, South Indian, Maharashtrian",538.0,24,4.08,0.58,0.08,0.12,0.67,16,Vegetarian,0.55,0.46,0.32,0.57
C0430,Mumbai,37,Health Conscious,Chinese,"Chinese, South Indian, Cafe",598.0,10,3.9,0.0,0.6,0.0,0.2,9,Vegetarian,0.85,0.63,0.64,0.56
C0431,Delhi,54,Budget Explorer,Italian,"Italian, Cafe, Chinese",557.0,7,3.71,1.0,0.29,0.14,0.57,5,No Preference,0.15,0.27,0.85,0.69
C0432,Bengaluru,27,Food Explorer,Biryani,"Biryani, Pizza, Desserts",493.0,7,4.29,0.86,0.29,0.29,0.0,7,High-Protein,0.68,0.3,0.33,0.27
C0433,Delhi,30,Health Conscious,Cafe,"Cafe, Chinese, Pizza",442.0,34,4.15,0.97,0.24,0.29,0.82,16,Vegetarian,0.77,0.34,0.32,0.17
C0434,Mumbai,49,Health Conscious,Chinese,"Chinese, Maharashtrian, Desserts",457.0,14,4.21,0.5,0.43,0.14,0.57,10,Vegetarian,0.9,0.72,0.63,0.22
C0435,Mumbai,54,Food Explorer,Cafe,"Cafe, Chinese, South Indian",515.0,26,3.88,0.92,0.5,0.19,0.5,18,Jain,0.38,0.6,0.2,0.76
C0436,Bengaluru,45,Food Explorer,South Indian,"South Indian, Maharashtrian, Chinese",460.0,8,3.88,1.0,0.38,0.12,0.0,8,Low-Calorie,0.2,0.56,0.53,0.67
C0437,Bengaluru,35,Budget Explorer,Maharashtrian,"Maharashtrian, Cafe, Chinese",611.0,9,3.67,0.89,0.33,0.11,0.0,9,Jain,0.15,0.88,0.69,0.75
C0438,Bengaluru,53,Health Conscious,Italian,"Italian, Desserts, Biryani",448.0,11,3.91,0.36,0.27,0.27,0.36,9,High-Protein,0.89,0.88,0.11,0.87
C0439,Bengaluru,37,Health Conscious,North Indian,"North Indian, Healthy, Maharashtrian",576.0,5,4.0,0.4,0.2,0.0,0.0,5,Vegetarian,0.73,0.89,0.72,0.52
C0440,Hyderabad,24,Food Explorer,South Indian,"South Indian, Italian, Desserts",660.0,10,3.8,0.9,0.1,0.2,0.4,8,No Preference,0.65,0.26,0.66,0.72
C0441,Delhi,18,Budget Explorer,North Indian,"North Indian, Pizza, Cafe",415.0,13,3.92,0.46,0.31,0.08,0.31,11,Vegetarian,0.82,0.68,0.76,0.72
C0442,Pune,46,Food Explorer,Thai,"Thai, Biryani, Cafe",368.0,20,4.1,0.75,0.35,0.15,0.6,13,No Preference,0.84,0.9,0.43,0.29
C0443,Bengaluru,19,Food Explorer,Maharashtrian,"Maharashtrian, Healthy, Italian",509.0,17,3.94,0.18,0.24,0.12,0.35,14,Vegetarian,0.46,0.32,0.24,0.45
C0444,Pune,28,Health Conscious,Cafe,"Cafe, North Indian, Maharashtrian",409.0,30,3.93,0.5,0.17,0.07,0.67,16,No Preference,0.79,0.33,0.26,0.86
C0445,Pune,26,Health Conscious,Biryani,"Biryani, Pizza, Desserts",471.0,9,4.22,0.56,0.33,0.11,0.22,8,Low-Calorie,0.93,0.3,0.73,0.17
C0446,Bengaluru,41,Food Explorer,Desserts,"Desserts, Italian, Maharashtrian",536.0,13,4.23,0.85,0.08,0.23,0.38,10,No Preference,0.46,0.61,0.27,0.44
C0447,Kolkata,21,Budget Explorer,Chinese,"Chinese, Pizza, Desserts",398.0,14,4.14,1.0,0.5,0.21,0.93,6,High-Protein,0.32,0.63,0.7,0.18
C0448,Pune,41,Food Explorer,Biryani,"Biryani, North Indian, Cafe",426.0,13,4.38,0.54,0.15,0.31,0.46,10,Vegetarian,0.7,0.47,0.47,0.22
C0449,Pune,20,Food Explorer,Biryani,"Biryani, Pizza, Cafe",602.0,16,3.88,0.5,0.25,0.12,0.56,11,High-Protein,0.47,0.24,0.84,0.54
C0450,Chennai,27,Food Explorer,Biryani,"Biryani, Burgers, Chinese",445.0,16,4.25,0.12,0.5,0.12,0.81,8,Vegan,0.5,0.2,0.48,0.27
C0451,Chennai,20,Food Explorer,Biryani,"Biryani, Burgers, South Indian",471.0,21,4.14,0.71,0.29,0.29,0.95,6,Vegetarian,0.34,0.81,0.38,0.3
C0452,Bengaluru,54,Food Explorer,Desserts,"Desserts, Italian, North Indian",600.0,9,4.22,0.44,0.22,0.22,0.44,7,Vegan,0.12,0.68,0.64,0.82
C0453,Pune,41,Food Explorer,Biryani,"Biryani, Maharashtrian, Desserts",525.0,11,4.09,0.64,0.18,0.0,0.36,9,No Preference,0.66,0.38,0.6,0.35
C0454,Hyderabad,38,Food Explorer,South Indian,"South Indian, Chinese, Biryani",620.0,25,3.76,0.4,0.4,0.24,0.76,14,No Preference,0.3,0.76,0.17,0.34
C0455,Mumbai,31,Food Explorer,South Indian,"South Indian, Chinese, Maharashtrian",567.0,7,4.0,0.71,0.43,0.14,0.43,5,Vegetarian,0.68,0.21,0.75,0.38
C0456,Pune,50,Food Explorer,Cafe,"Cafe, Thai, Pizza",405.0,16,4.69,0.75,0.31,0.19,0.5,11,No Preference,0.46,0.13,0.59,0.48
C0457,Hyderabad,32,Food Explorer,South Indian,"South Indian, Desserts, Biryani",491.0,19,3.89,0.58,0.21,0.21,0.74,11,Vegetarian,0.21,0.87,0.48,0.26
